Nota;Emissao;Dt.Cont.;CGC/CPF;Razao;eracao;Repr;Valor da Nota;Desconto;Desc.Troca;Ser;UF;Observacoes;Pedido
705678;15/02/2025;15/02/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;68,99;0;0;2;MS;AJUSTE ESTO;QUE            0
705703;15/02/2025;15/02/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;45,31;0;0;2;MS;AJUSTE DE E;STOQUE         0
705728;15/02/2025;15/02/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;66,92;0;0;2;MS;AJUSTE ESTO;QUE            0
705739;15/02/2025;15/02/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;63,56;0;0;2;MS;AJUSTE ESTO;QUE            0
705832;17/02/2025;17/02/2025;69020915000831;;299.41;90;64.272,50;0;0;2;SP;DEV.VENDA R;EF.NF CLI    101
576;19/12/2024;17/02/2025;33971745000157;BATERIAS SAMOUR;196.22;0;250;0;0;3;MS;;0
705834;17/02/2025;17/02/2025;37193828000113;;132.16;8;2.583,21;911,82;0;2;MS;DEV.VENDA R;EF.NF CLI    360
705835;17/02/2025;17/02/2025;26831863000102;;132.16;408;160,65;0,84;0;2;MS;DEV.VENDA R;EF.NF CLI    475
705836;17/02/2025;17/02/2025;29757307000113;;132.16;14;166,59;8,46;0;2;MS;DEV.VENDA R;EF.NF CLI    446
705837;17/02/2025;17/02/2025;12625531000159;;132.16;414;186,7;31,16;0;2;MS;DEV.VENDA R;EF.NF CLI    752
705838;17/02/2025;17/02/2025;49096389000100;;132.16;414;138,78;18,74;0;2;MS;DEV.VENDA R;EF.NF CLI    745
705839;17/02/2025;17/02/2025;49096389000100;;132.16;414;933,06;149,49;0;2;MS;DEV.VENDA R;EF.NF CLI    737
705840;17/02/2025;17/02/2025;49096389000100;;132.16;14;771,27;38,94;0;2;MS;DEV.VENDA R;EF.NF CLI    435
705841;17/02/2025;17/02/2025;12454544000102;MERCADO VINTE E;132.16;414;4.566,48;285,99;0;2;MS;DEV.VENDA R;EF.NF CLI    730
705842;17/02/2025;17/02/2025;44126038000180;;132.16;14;169,54;8,8;0;2;MS;DEV.VENDA R;EF.NF CLI    437
705843;17/02/2025;17/02/2025;24474821000128;;132.16;14;393,83;39,15;0;2;MS;DEV.VENDA R;EF.NF CLI    443
705844;17/02/2025;17/02/2025;14798930000147;;132.16;415;169,2;16,2;0;2;MS;DEV.VENDA R;EF.NF CLI    238
705845;17/02/2025;17/02/2025;9636136000167;;132.16;415;631,51;66,05;0;2;MS;DEV.VENDA R;EF.NF CLI    227
705846;17/02/2025;17/02/2025;2318826001010;MEGA MERCADO;132.16;23;1.192,60;0;0;2;MS;DEV.VENDA R;EF.NF CLI 529561
705847;17/02/2025;17/02/2025;20335148000607;A R S SUPERMERC;132.16;15;2.923,07;0;0;2;MS;DEV.VENDA R;EF.NF CLI 491867
705848;17/02/2025;17/02/2025;50106385000144;;132.16;23;876,77;116,58;0;2;MS;DEV.VENDA R;EF.NF CLI   3174
705849;17/02/2025;17/02/2025;41085868000119;;132.16;4;670,98;124,58;0;2;MS;DEV.VENDA R;EF.NF CLI    303
705850;17/02/2025;17/02/2025;2906744000103;SUPERMERCADO EX;132.16;19;1.468,67;333,48;0;2;MS;DEV.VENDA R;EF.NF CLI    908
705851;17/02/2025;17/02/2025;42127110000169;;132.16;19;888,69;182,36;0;2;MS;DEV.VENDA R;EF.NF CLI    905
705852;17/02/2025;17/02/2025;33329412000129;;132.16;19;1.354,23;263,1;0;2;MS;DEV.VENDA R;EF.NF CLI    902
705853;17/02/2025;17/02/2025;43887572000147;;132.16;19;118,32;19,87;0;2;MS;DEV.VENDA R;EF.NF CLI    910
705854;17/02/2025;17/02/2025;8262183000125;;132.16;19;526,94;99,68;0;2;MS;DEV.VENDA R;EF.NF CLI    881
705855;17/02/2025;17/02/2025;13596949000148;;132.16;19;203,54;119,94;0;2;MS;DEV.VENDA R;EF.NF CLI    869
705856;17/02/2025;17/02/2025;1879400000181;;132.16;17;348,06;0;0;2;MS;DEV.VENDA R;EF.NF CLI    504
705861;17/02/2025;17/02/2025;13596949000148;;132.16;19;203,54;119,94;0;2;MS;DEV.VENDA R;EF.NF CLI    868
705862;17/02/2025;17/02/2025;73351000122;;132.16;19;203,54;119,94;0;2;MS;DEV.VENDA R;EF.NF CLI    878
705863;17/02/2025;17/02/2025;73351000122;;132.16;19;203,54;119,94;0;2;MS;DEV.VENDA R;EF.NF CLI    877
705864;17/02/2025;17/02/2025;73351000122;;132.16;19;203,54;119,94;0;2;MS;DEV.VENDA R;EF.NF CLI    876
705865;17/02/2025;17/02/2025;73351000122;;132.16;19;203,54;119,94;0;2;MS;DEV.VENDA R;EF.NF CLI    875
705866;17/02/2025;17/02/2025;73351000122;;132.16;19;203,54;119,94;0;2;MS;DEV.VENDA R;EF.NF CLI    874
705867;17/02/2025;17/02/2025;13557705000156;;132.16;459;285,42;0;0;2;MS;DEV.VENDA R;EF.NF CLI    937
705868;17/02/2025;17/02/2025;28857718000118;;132.16;19;621,48;143,56;0;2;MS;DEV.VENDA R;EF.NF CLI    866
705869;17/02/2025;17/02/2025;16982570000164;;132.16;17;550,74;154,07;0;2;MS;DEV.VENDA R;EF.NF CLI    506
10480;13/02/2025;17/02/2025;5259772000166;G-TEC COMERCIO;196.22;0;100;30;0;1;MS;;0
34551;05/02/2025;17/02/2025;5264854000107;PLASTEL EMBALAG;196.72;0;28,99;0;0;1;MS;;0
267;14/02/2025;17/02/2025;8174950000144;JEFF CEL;196.48;0;880;660;0;1;MS;;0
705903;17/02/2025;17/02/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;6,31;0;0;2;MS;AJUSTE ESTO;QUE            0
183;10/02/2025;18/02/2025;14619346000187;VAL CONFECCOES;196.36;0;2.880,00;0;0;2;MS;;0
705981;18/02/2025;18/02/2025;20148166000167;;132.16;459;112,55;0;0;2;MS;DEV.VENDA R;EF.NF CLI   1004
705982;18/02/2025;18/02/2025;53963443000810;;132.16;11;3.169,61;8,48;0;2;MS;DEV.VENDA R;EF.NF CLI    637
705983;18/02/2025;18/02/2025;10532988000193;;132.16;12;221,95;0;0;2;MS;DEV.VENDA R;EF.NF CLI    502
705984;18/02/2025;18/02/2025;4757459003291;LEVEMAX SUPERAT;132.16;90;4.218,16;0;0;2;MS;DEV.VENDA R;EF.NF CLI     84
705985;18/02/2025;18/02/2025;7307950000102;;132.16;455;109,33;1,16;0;2;MS;DEV.VENDA R;EF.NF CLI    395
705986;18/02/2025;18/02/2025;9531413001149;NUNES SUPERMERC;132.16;403;1.354,51;29,85;0;2;MS;DEV.VENDA R;EF.NF CLI    454
705987;18/02/2025;18/02/2025;9531413001149;NUNES SUPERMERC;132.16;23;715,72;13,55;0;2;MS;DEV.VENDA R;EF.NF CLI   3101
705988;18/02/2025;18/02/2025;9646121000180;SUPERMERCADO SA;132.16;17;1.816,44;0;0;2;MS;DEV.VENDA R;EF.NF CLI    580
705989;18/02/2025;18/02/2025;15054698000103;MERCADO CONFIAN;132.16;408;5.775,95;45;0;2;MS;DEV.VENDA R;EF.NF CLI    565
705990;18/02/2025;18/02/2025;4757459002481;ABEVE SUPERMERC;132.16;90;5.698,08;0;0;2;MS;DEV.VENDA R;EF.NF CLI     78
705991;18/02/2025;18/02/2025;52322131000199;MANA ALIMENTOS;132.16;407;828,57;10,59;0;2;MS;DEV.VENDA R;EF.NF CLI    277
705992;18/02/2025;18/02/2025;1879400000181;;132.16;17;216;0;0;2;MS;DEV.VENDA R;EF.NF CLI    583
705993;18/02/2025;18/02/2025;25089146000186;;132.16;413;203,64;0;0;2;MS;DEV.VENDA R;EF.NF CLI    512
705994;18/02/2025;18/02/2025;52322131000199;MANA ALIMENTOS;132.16;7;330,63;0;0;2;MS;DEV.VENDA R;EF.NF CLI    332
705995;18/02/2025;18/02/2025;31030481000101;;132.16;7;249,33;11,78;0;2;MS;DEV.VENDA R;EF.NF CLI    335
705996;18/02/2025;18/02/2025;11174408000104;;132.16;437;719,51;0;0;2;MS;DEV.VENDA R;EF.NF CLI    613
705997;18/02/2025;18/02/2025;16852065000103;;132.16;437;680,15;18;0;2;MS;DEV.VENDA R;EF.NF CLI    615
705998;18/02/2025;18/02/2025;34762787000140;SUPERMERCADO IP;132.16;437;719,51;0;0;2;MS;DEV.VENDA R;EF.NF CLI    612
705999;18/02/2025;18/02/2025;27219480000132;;132.16;159;352,24;19,84;0;2;MS;DEV.VENDA R;EF.NF CLI    244
706000;18/02/2025;18/02/2025;4757459002724;ABEVE AVENIDA B;132.16;90;1.562,40;0;0;2;MS;DEV.VENDA R;EF.NF CLI     83
706001;18/02/2025;18/02/2025;4757459003453;LEVEMAX SUPERAT;132.16;90;781,2;0;0;2;MS;DEV.VENDA R;EF.NF CLI     85
706005;18/02/2025;18/02/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;26,12;0;0;2;MS;;0
706084;18/02/2025;18/02/2025;43565098000137;;132.16;455;207,68;6,87;0;2;MS;DEV.VENDA R;EF.NF CLI    566
706085;18/02/2025;18/02/2025;46404549000142;;132.16;155;268,61;15,2;0;2;MS;DEV.VENDA R;EF.NF CLI    538
706086;18/02/2025;18/02/2025;31268888000171;;132.16;155;113,74;5,67;0;2;MS;DEV.VENDA R;EF.NF CLI    543
706087;18/02/2025;18/02/2025;30017600000123;;132.16;155;109,11;0;0;2;MS;DEV.VENDA R;EF.NF CLI    544
706088;18/02/2025;18/02/2025;9531413001149;NUNES SUPERMERC;132.16;23;1.362,78;160,52;0;2;MS;DEV.VENDA R;EF.NF CLI   3312
52929;20/01/2025;18/02/2025;8999064000230;CONTRAFO COMERC;196.18;0;246,6;18,46;0;1;MS;;0
706146;18/02/2025;18/02/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;41,67;0;0;2;MS;AJUSTE ESTO;QUE            0
20317;20/01/2025;19/02/2025;46876542000123;FERNANDES SUPER;132.01;14;128,58;0;0;1;MS;;0
16346;17/01/2025;19/02/2025;5027616000170;JORGE PAULO DA;132.01;4;41,58;0;0;3;MS;;0
228;20/01/2025;19/02/2025;18605641000135;MERCADO SABOR D;132.01;4;453,41;0;0;2;MS;;0
706256;19/02/2025;19/02/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;7,41;0;0;2;MS;AJUSTE ESTO;QUE            0
7;31/01/2025;19/02/2025;49678793000191;FABIANO DA SILV;196.22;0;15.350,00;0;0;0;MS;;0
195;30/10/2024;19/02/2025;18605641000135;MERCADO SABOR D;132.02;4;365,25;0;0;2;MS;;0
998;16/01/2025;19/02/2025;31035143000162;COMERCIAL AQUID;132.01;415;56,58;0;0;1;MS;;0
11280;15/01/2025;19/02/2025;11311873000131;MATOS E SILVA L;132.01;5;88,74;0;0;1;MS;;0
16343;17/01/2025;19/02/2025;5027616000170;JORGE PAULO DA;132.01;4;16,18;0;0;3;MS;;0
4867;16/01/2025;19/02/2025;27241594000189;C E G DE MATOS;132.01;5;683,97;0;0;1;MS;;0
13783;17/01/2025;19/02/2025;8664194000131;;132.01;19;203,54;119,94;0;1;MS;;0
36188;17/01/2025;19/02/2025;8664194000212;SOCOLOSKI SUPE;132.01;19;203,54;119,94;0;1;MS;;0
706331;19/02/2025;19/02/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;9,96;0;0;2;MS;AJUSTE ESTO;QUE            0
386460;17/02/2025;20/02/2025;2279324000136;A-GDC;212.01;0;306.131,33;0;0;3;SC;;0
432630;17/02/2025;20/02/2025;2279324000136;A-GDC;299.40;0;330;0;0;1;SC;;0
280;19/02/2025;20/02/2025;31896843000141;MARCOS PARREIRA;199.51;0;6.124,00;0;0;1;MS;;0
278;17/02/2025;20/02/2025;33891265000186;JOSE LUIZ BENIT;199.51;0;3.923,00;0;0;1;MS;;0
360;17/02/2025;20/02/2025;31640223000147;ARTUR PINHEIRO;199.51;0;5.619,00;0;0;1;MS;;0
277;17/02/2025;20/02/2025;13715844000160;EDUARDO MONCAO;199.51;0;3.503,00;0;0;1;MS;;0
276;17/02/2025;20/02/2025;33918000000124;E DA SILVA LEIT;199.51;0;3.989,00;0;0;1;MS;;0
258;17/02/2025;20/02/2025;33693691000105;A DE SOUZA ME;199.51;0;2.651,00;0;0;1;MS;;0
260;17/02/2025;20/02/2025;33661389000175;EDEMIR MARQUES;199.51;0;3.711,00;0;0;1;MS;;0
249;17/02/2025;20/02/2025;34394173000153;JOSE AP DOS SAN;199.51;0;3.106,00;0;0;1;MS;;0
210;17/02/2025;20/02/2025;36953371000135;J GONCALVES DA;199.51;0;3.446,00;0;0;1;MS;;0
66;17/02/2025;20/02/2025;51731423000112;AMARILDO PINHEI;199.51;0;4.029,00;0;0;1;MS;;0
166;17/02/2025;20/02/2025;42785004000172;ARI TRANSPORTES;199.51;0;6.361,00;0;0;1;MS;;0
87;17/02/2025;20/02/2025;50011731000100;MARCAL TRANSPOR;199.51;0;7.103,00;0;0;1;MS;;0
159;17/02/2025;20/02/2025;41771264000126;LOURIVAL RAIMUN;199.51;0;1.789,00;0;0;1;MS;;0
44;17/02/2025;20/02/2025;53593086000170;FIDEL TRANSPORT;199.51;0;6.779,00;0;0;1;MS;;0
187;19/02/2025;20/02/2025;13488426000188;ALEX LEMES FARI;199.51;0;6.330,00;0;0;1;MS;;0
189;19/02/2025;20/02/2025;40732721000100;CHEST TRANSPORT;199.51;0;2.010,00;0;0;1;MS;;0
152;19/02/2025;20/02/2025;16944369000192;JOTACEVE COMERC;199.51;0;4.857,00;0;0;1;MS;;0
251;18/02/2025;20/02/2025;19972359000159;SOLIMAR PEDROSO;199.51;0;743;0;0;1;MS;;0
1334;18/02/2025;20/02/2025;47516560000167;ODIRLEI LEME FE;199.51;0;6.635,00;0;0;1;MS;;0
267;18/02/2025;20/02/2025;34057284000174;A. F. DO CARMO;199.51;0;3.711,00;0;0;1;MS;;0
133;18/02/2025;20/02/2025;18057710000113;ADNAN TRANSPORT;199.51;0;8.000,00;0;0;1;MS;;0
61;18/02/2025;20/02/2025;52623749000199;SHALOM TRANSPOR;199.51;0;3.075,00;0;0;1;MS;;0
69;18/02/2025;20/02/2025;53117936000163;PEDRO EMERSON B;199.51;0;1.860,00;0;0;1;MS;;0
129;18/02/2025;20/02/2025;48364005000120;LIBERTY;199.51;0;2.304,00;0;0;1;MS;;0
1094;18/02/2025;20/02/2025;27493354000171;CARLOS ALBERTO;199.51;0;11.108,00;0;0;1;MS;;0
337629;14/02/2025;20/02/2025;13143802000879;A-YOKI;212.01;0;107.861,68;0;0;1;MG;;0
337630;14/02/2025;20/02/2025;13143802000879;A-YOKI;299.40;0;4.154,00;0;0;1;MG;;0
337631;14/02/2025;20/02/2025;13143802000879;A-YOKI;299.40;0;193,76;0;0;1;MG;;0
706595;22/02/2025;22/02/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;52,71;0;0;2;MS;AJUSTE ESTO;QUE            0
1067500;17/02/2025;22/02/2025;33033028003604;A-MONDELEZ;212.01;0;161.012,54;0;0;15;SP;;0
1067501;17/02/2025;22/02/2025;33033028003604;A-MONDELEZ;212.01;0;145.647,94;0;0;15;SP;;0
1067504;17/02/2025;22/02/2025;33033028003604;A-MONDELEZ;299.40;0;3.618,00;0;0;15;SP;;0
706605;22/02/2025;22/02/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;101,49;0;0;2;MS;AJUSTE ESTO;QUE            0
1067484;17/02/2025;22/02/2025;33033028003604;A-MONDELEZ;212.01;0;73.208,89;0;0;15;SP;;0
1067485;17/02/2025;22/02/2025;33033028003604;A-MONDELEZ;212.01;0;64.847,36;0;0;15;SP;;0
1067486;17/02/2025;22/02/2025;33033028003604;A-MONDELEZ;212.01;0;300.591,39;0;0;15;SP;;0
1067495;17/02/2025;22/02/2025;33033028003604;A-MONDELEZ;299.40;0;3.082,00;0;0;15;SP;;0
1067555;17/02/2025;22/02/2025;33033028003604;A-MONDELEZ;212.01;0;454.646,23;0;0;15;SP;;0
1067556;17/02/2025;22/02/2025;33033028003604;A-MONDELEZ;299.40;0;3.752,00;0;0;15;SP;;0
706696;22/02/2025;22/02/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;15,23;0;0;2;MS;AJUSTE ESTO;QUE            0
4866;23/12/2024;24/02/2025;18870365000132;SANTA HELENA SU;132.01;17;38,98;2,9;0;1;MS;;0
25372;23/12/2024;24/02/2025;2466858000171;SUPERM ECONOMIA;132.01;9;169,2;16,2;0;1;MS;;0
20994;05/02/2025;24/02/2025;4265309000164;VALE SUPERMERCA;132.01;9;78,8;0;0;1;MS;;0
46590;06/02/2025;24/02/2025;6813685000171;SUPERMERCADO CH;132.01;19;814,54;0;0;1;MS;;0
86526;13/02/2025;24/02/2025;33768854000171;SM THOME;132.01;11;247,78;0;0;1;MS;;0
6635;14/02/2025;24/02/2025;25117031000158;COMERCIO DE ALI;132.01;459;110,37;0;0;1;MS;;0
27062;14/02/2025;24/02/2025;6813685001496;JCHAGAS CD;132.01;19;99,38;0;0;1;MS;;0
27063;14/02/2025;24/02/2025;6813685001496;JCHAGAS CD;132.01;19;188,88;0;0;1;MS;;0
27064;14/02/2025;24/02/2025;6813685001496;JCHAGAS CD;132.01;19;15,74;0;0;1;MS;;0
5359;14/02/2025;24/02/2025;10513998001315;SUPERMERCADOS P;132.01;120;735,62;0;0;1;MS;;0
26655;14/02/2025;24/02/2025;7719683000423;SUPERMERCADO PI;132.01;120;348,83;0;0;1;MS;;0
24386;12/02/2025;24/02/2025;12075667000566;SM PIRES MORENI;132.01;402;393,77;44,01;0;1;MS;;0
24108;14/02/2025;24/02/2025;10513998000424;SM PIRES CAFEZA;132.01;120;1.222,35;0;0;1;MS;;0
4205;12/02/2025;24/02/2025;5901906000109;MERCADO SARRUF;132.01;7;359,85;0;0;1;MS;;0
3366;14/02/2025;24/02/2025;35067431000150;CASA HORTIFRUTI;132.01;407;359,85;0;0;1;MS;;0
1485;12/02/2025;24/02/2025;33188134000137;VARANDA ITAPORA;132.01;407;382,83;0;0;1;MS;;0
5655;13/02/2025;24/02/2025;31147798000122;HELO COMERCIO D;132.01;407;700,18;0;0;1;MS;;0
15387;13/02/2025;24/02/2025;15000097000452;CHIMARRAO ATACA;132.01;9;720,59;0;0;1;MS;;0
51051;12/02/2025;24/02/2025;4982551000159;SEIRA CEIFA;132.01;9;359,85;0;0;1;MS;;0
45320;10/02/2025;24/02/2025;7434995000148;CRS MATSUDA ALI;132.01;413;222,37;0;0;1;MS;;0
45565;05/02/2025;24/02/2025;4757459003372;LEVEMAX SUPERAT;132.01;90;950,91;30,59;0;5;MS;;0
27162;08/02/2025;24/02/2025;7297361000190;CENTRAL MAX;132.01;5;410,39;0;0;1;MS;;0
52521;11/02/2025;24/02/2025;2906744000103;SUPERMERCADO EX;132.01;19;214,05;0;0;2;MS;;0
13941;11/02/2025;24/02/2025;8664194000131;;132.01;19;113,14;0;0;1;MS;;0
27159;08/02/2025;24/02/2025;7297361000190;CENTRAL MAX;132.01;5;1.834,33;347,27;0;1;MS;;0
10426;28/01/2025;24/02/2025;12075667000990;SUPERMERCADO FR;132.02;402;414,6;29,58;0;1;MS;;0
12853;07/02/2025;24/02/2025;2007806000137;FRUTAL SUPERMER;132.01;5;244,84;33,97;0;1;MS;;0
145638;10/02/2025;24/02/2025;37532249000158;BENFICA;132.01;408;1.238,90;30,91;0;2;MS;;0
9162;10/02/2025;24/02/2025;9531413000177;NUNES SUPERMERC;132.01;23;112,22;0;0;1;MS;;0
7342;11/02/2025;24/02/2025;9531413000258;NUNES SUPERMERC;132.01;23;112,22;0;0;1;MS;;0
14490;10/02/2025;24/02/2025;14870472000100;SM COMPRE BEM;132.01;23;234,59;0;0;1;MS;;0
248921;06/02/2025;24/02/2025;73351000122;;132.01;19;380,42;43,37;0;1;MS;;0
81932;06/02/2025;24/02/2025;6813685000414;JCHAGAS ALIMENT;132.01;19;887,46;0;0;1;MS;;0
13249;07/02/2025;24/02/2025;6813685000503;SUPERMERCADO CH;132.01;19;101,82;0;0;1;MS;;0
28550;05/02/2025;24/02/2025;4757459003291;LEVEMAX SUPERAT;132.01;90;355,92;21,76;0;5;MS;;0
2893;17/12/2024;24/02/2025;4757459003968;LEVEMAX SUPERAT;132.01;90;571,2;0;0;5;MS;;0
13705;14/02/2025;24/02/2025;10512870000101;PEPA COMERCIAL;132.01;403;327,68;13,49;0;2;MS;;0
86455;06/02/2025;24/02/2025;33768854000171;SM THOME;132.01;411;393,83;40,74;0;1;MS;;0
1211223;17/02/2025;24/02/2025;5075152000177;ZZ MUNDIAL;299.67;0;330;0;0;1;SP;;0
86525;13/02/2025;24/02/2025;33768854000171;SM THOME;132.01;11;412,11;20,18;0;1;MS;;0
5056;19/02/2025;24/02/2025;1320674000136;SPCARGO;299.67;0;1.105,26;0;0;2;SP;;0
706786;25/02/2025;25/02/2025;40441513000152;MERCADO PAZ;132.16;12;2.008,89;354,51;0;2;MS;DEV.VENDA R;EF.NF CLI    492
706787;25/02/2025;25/02/2025;7307950000102;;132.16;455;118,44;0;0;2;MS;DEV.VENDA R;EF.NF CLI    556
706788;25/02/2025;25/02/2025;7307950000102;;132.16;455;126,42;0;0;2;MS;DEV.VENDA R;EF.NF CLI    557
706789;25/02/2025;25/02/2025;3261495000109;;132.16;17;503,65;0;0;2;MS;DEV.VENDA R;EF.NF CLI    597
706790;25/02/2025;25/02/2025;528031000110;VALDIRENE DUTRA;132.16;17;876,23;0;0;2;MS;DEV.VENDA R;EF.NF CLI    607
706791;25/02/2025;25/02/2025;528031000209;VALDIRENE DUTRA;132.16;17;876,23;0;0;2;MS;DEV.VENDA R;EF.NF CLI    608
706792;25/02/2025;25/02/2025;43503828000175;;132.16;17;501,81;31,24;0;2;MS;DEV.VENDA R;EF.NF CLI    588
706793;25/02/2025;25/02/2025;7893298000155;;132.16;17;1.799,23;0;0;2;MS;DEV.VENDA R;EF.NF CLI    598
706794;25/02/2025;25/02/2025;7893298000155;;132.16;17;313,43;0;0;2;MS;DEV.VENDA R;EF.NF CLI    605
706795;25/02/2025;25/02/2025;17774342000161;;132.16;17;719,51;0;0;2;MS;DEV.VENDA R;EF.NF CLI    601
706796;25/02/2025;25/02/2025;35831943000574;;132.16;23;3.064,95;48,47;0;2;MS;DEV.VENDA R;EF.NF CLI   3336
706797;25/02/2025;25/02/2025;4757459003372;LEVEMAX SUPERAT;132.16;90;948;0;0;2;MS;DEV.VENDA R;EF.NF CLI     90
706798;25/02/2025;25/02/2025;9531413001149;NUNES SUPERMERC;132.16;23;554,15;0;0;2;MS;DEV.VENDA R;EF.NF CLI 621222
706799;25/02/2025;25/02/2025;53669741000126;;132.16;23;719,51;0;0;2;MS;DEV.VENDA R;EF.NF CLI   3313
706800;25/02/2025;25/02/2025;4757459001752;ABV COM ALI LTD;132.16;90;781,2;0;0;2;MS;DEV.VENDA R;EF.NF CLI     75
706801;25/02/2025;25/02/2025;4757459003372;LEVEMAX SUPERAT;132.16;90;6.460,96;0;0;2;MS;DEV.VENDA R;EF.NF CLI     73
706802;25/02/2025;25/02/2025;7307950000102;;132.16;90;127,26;0;0;2;MS;DEV.VENDA R;EF.NF CLI 810016
706803;25/02/2025;25/02/2025;24617141000116;;132.16;453;309,47;3,44;0;2;MS;DEV.VENDA R;EF.NF CLI    693
706804;25/02/2025;25/02/2025;3149834000151;MERCADO AZUL;132.16;15;757,26;96,58;0;2;MS;DEV.VENDA R;EF.NF CLI    324
706805;25/02/2025;25/02/2025;52561421000195;;132.16;415;114,92;0;0;2;MS;DEV.VENDA R;EF.NF CLI    268
706806;25/02/2025;25/02/2025;16882335000110;;132.16;415;359,75;0;0;2;MS;DEV.VENDA R;EF.NF CLI    272
706807;25/02/2025;25/02/2025;16882335000110;;132.16;15;2.184,80;0;0;2;MS;DEV.VENDA R;EF.NF CLI    331
706808;25/02/2025;25/02/2025;15239241000165;;132.16;8;186,63;8,33;0;2;MS;DEV.VENDA R;EF.NF CLI    412
706809;25/02/2025;25/02/2025;26042466000143;;132.16;411;108,92;12,04;0;2;MS;DEV.VENDA R;EF.NF CLI    520
706810;25/02/2025;25/02/2025;57056794000122;;132.16;408;1.424,04;76,73;0;2;MS;DEV.VENDA R;EF.NF CLI    571
706811;25/02/2025;25/02/2025;13650915000194;;132.16;408;603,59;60;0;2;MS;DEV.VENDA R;EF.NF CLI    572
706812;25/02/2025;25/02/2025;2339292000117;DISTR DE ALIM S;132.16;408;158,41;10,79;0;2;MS;DEV.VENDA R;EF.NF CLI    573
706813;25/02/2025;25/02/2025;3261495000109;;132.34;17;188,47;0;0;2;MS;DEV.VENDA R;EF.NF CLI 621741
706814;25/02/2025;25/02/2025;31325101000166;;132.34;155;48,76;0;0;2;MS;DEV.VENDA R;EF.NF CLI    520
706815;25/02/2025;25/02/2025;28807775000192;REGINA LIMA;132.34;415;859,3;145,26;0;2;MS;DEV.VENDA R;EF.NF CLI 810042
12075;14/02/2025;25/02/2025;15757937000183;ODARA COMERCIO;132.02;403;77,45;0,75;0;2;MS;;0
21674;03/02/2025;25/02/2025;15901440000197;JOSE MANUEL;132.02;5;213,6;4,57;0;1;MS;;0
27259;20/02/2025;25/02/2025;37577145000160;RUY RODRIGUES P;132.02;21;314,03;8,2;0;1;MS;;0
21280;11/02/2025;25/02/2025;3675544000222;SM SUPER BOX;132.02;23;161,83;0;0;1;MS;;0
14433;24/01/2025;25/02/2025;14870472000100;SM COMPRE BEM;132.02;403;494,03;66,11;0;1;MS;;0
32278;12/02/2025;25/02/2025;19088260000199;GP MAIS SUPERME;132.02;408;472,68;0;0;1;MS;;0
74305;11/02/2025;25/02/2025;3735605000119;UNIAO;132.02;408;250,34;0;0;1;MS;;0
178;16/12/2024;25/02/2025;14222635000148;SUPERMERCADO DI;132.02;16;511,91;4,77;0;5;MS;;0
145632;10/02/2025;25/02/2025;37532249000158;BENFICA;132.02;408;2.831,39;119,62;0;2;MS;;0
26563;03/02/2025;25/02/2025;7719683000423;SUPERMERCADO PI;132.02;843;97,58;8,19;0;1;MS;;0
14480;08/02/2025;25/02/2025;14870472000100;SM COMPRE BEM;132.02;403;499,81;47,87;0;1;MS;;0
9165;11/02/2025;25/02/2025;9531413000177;NUNES SUPERMERC;132.02;403;60,35;1,66;0;1;MS;;0
3842;30/01/2025;25/02/2025;15534654000849;MERCADO PAG POK;132.02;401;675,02;1,57;0;1;MS;;0
11619;30/01/2025;25/02/2025;7140724000180;SUPERMERCADO GA;132.02;401;144,59;8,1;0;1;MS;;0
248919;06/02/2025;25/02/2025;73351000122;;132.02;19;200,91;35,51;0;1;MS;;0
5014;20/01/2025;25/02/2025;14284225000121;COMERCIAL ZACAR;132.02;19;99,42;0;0;1;MS;;0
11880;07/02/2025;25/02/2025;10235154000205;SANTO ANTONIO;132.02;401;372,11;6,83;0;1;MS;;0
1843;05/02/2025;25/02/2025;2000793000174;MERCADO TONIOLL;132.02;12;415,12;0;0;0;MS;;0
18186;14/02/2025;25/02/2025;3029716000290;SANTA RITA;132.02;401;122,3;12,05;0;1;MS;;0
5300;04/02/2025;25/02/2025;10513998001315;SUPERMERCADOS P;132.02;801;86,88;0;0;1;MS;;0
9380;14/02/2025;25/02/2025;12075667001023;PIRES;132.02;801;935,61;149,94;0;1;MS;;0
32867;05/02/2025;25/02/2025;1274396000632;DAMASCENO E DAM;132.02;800;5.845,32;409,38;0;1;MS;;0
20607;03/02/2025;25/02/2025;37184272000107;SUPERMERCADO JO;132.02;19;136,05;6,85;0;2;MS;;0
36502;10/02/2025;25/02/2025;8664194000212;SOCOLOSKI SUPE;132.02;19;20,97;2,47;0;1;MS;;0
942;30/11/2024;25/02/2025;24845055000160;VOLK EMBALAGENS;132.02;413;105,4;0;0;1;MS;;0
